enterprise_id,date,industry,product,enterprise_type,daily_output_ton,daily_energy_kgce,daily_power_kwh,daily_coal_kg,daily_gas_m3,utilization_rate,unit_energy_kgce_per_ton
STEEL_C_001,2024-02-11,钢铁,螺纹钢,C类,882.1,402900.69,941162.27,453412.8,15146.64,87.8,456.75
STEEL_C_001,2024-02-12,钢铁,螺纹钢,C类,2744.45,1253526.09,2869310.71,1382314.44,47125.04,87.8,456.75
STEEL_C_001,2024-02-13,钢铁,螺纹钢,C类,2988.46,1364980.7,2918367.56,1405947.98,51315.06,87.8,456.75
STEEL_C_001,2024-02-14,钢铁,螺纹钢,C类,2471.91,1129042.63,2530653.47,1219163.48,42445.21,87.8,456.75
STEEL_C_001,2024-02-15,钢铁,螺纹钢,C类,2764.31,1262598.52,2811253.82,1354345.04,47466.11,87.8,456.75
STEEL_C_001,2024-02-16,钢铁,螺纹钢,C类,2712.36,1238870.87,2794412.34,1346231.52,46574.09,87.8,456.75
STEEL_C_001,2024-02-17,钢铁,螺纹钢,C类,1164.81,532028.69,1139009.2,548727.21,20001.08,87.8,456.75
STEEL_C_001,2024-02-18,钢铁,螺纹钢,C类,1093.05,499250.25,1164009.45,560771.29,18768.81,87.8,456.75
STEEL_C_001,2024-02-19,钢铁,螺纹钢,C类,2560.19,1169368.49,2531334.35,1219491.5,43961.22,87.8,456.75
STEEL_C_001,2024-02-20,钢铁,螺纹钢,C类,2486.62,1135765.81,2473656.2,1191704.56,42697.96,87.8,456.75
STEEL_C_001,2024-02-21,钢铁,螺纹钢,C类,2632.87,1202562.02,2675716.63,1289048.87,45209.1,87.8,456.75
STEEL_C_001,2024-02-22,钢铁,螺纹钢,C类,2714.07,1239652.04,2723468.15,1312053.56,46603.46,87.8,456.75
STEEL_C_001,2024-02-23,钢铁,螺纹钢,C类,2682.79,1225364.35,2828901.68,1362847.05,46066.33,87.8,456.75
STEEL_C_001,2024-02-24,钢铁,螺纹钢,C类,1585.35,724106.87,1570816.13,756753.81,27222.06,87.8,456.75
STEEL_C_001,2024-02-25,钢铁,螺纹钢,C类,1210.63,552957.24,1200674.57,578435.02,20787.87,87.8,456.75
STEEL_C_001,2024-02-26,钢铁,螺纹钢,C类,2416.56,1103765.38,2572712.43,1239425.73,41494.94,87.8,456.75
STEEL_C_001,2024-02-27,钢铁,螺纹钢,C类,2398.76,1095632.47,2381251.49,1147187.82,41189.19,87.8,456.75
STEEL_C_001,2024-02-28,钢铁,螺纹钢,C类,2733.55,1248549.28,2674169.12,1288303.34,46937.94,87.8,456.75
STEEL_C_001,2024-02-29,钢铁,螺纹钢,C类,2583.65,1180080.82,2662672.12,1282764.57,44363.94,87.8,456.75
STEEL_C_001,2024-03-01,钢铁,螺纹钢,C类,2675.67,1222113.23,2412849.4,1162410.38,45944.11,87.8,456.75
STEEL_C_001,2024-03-02,钢铁,螺纹钢,C类,1783.43,814580.93,1584516.29,763353.98,30623.34,87.8,456.75
STEEL_C_001,2024-03-03,钢铁,螺纹钢,C类,1519.08,693841.85,1367212.81,658666.21,26084.28,87.8,456.75
STEEL_C_001,2024-03-04,钢铁,螺纹钢,C类,2498.89,1141366.07,2266562.03,1091935.22,42908.5,87.8,456.75
STEEL_C_001,2024-03-05,钢铁,螺纹钢,C类,2964.73,1354139.85,2792874.49,1345490.65,50907.51,87.8,456.75
STEEL_C_001,2024-03-06,钢铁,螺纹钢,C类,2797.37,1277700.78,2621678.97,1263015.77,48033.86,87.8,456.75
STEEL_C_001,2024-03-07,钢铁,螺纹钢,C类,2713.15,1239233.4,2550401.5,1228677.26,46587.72,87.8,456.75
STEEL_C_001,2024-03-08,钢铁,螺纹钢,C类,3029.24,1383604.37,2757483.21,1328440.6,52015.2,87.8,456.75
STEEL_C_001,2024-03-09,钢铁,螺纹钢,C类,918.37,419465.46,822031.8,396020.69,15769.38,87.8,456.75
STEEL_C_001,2024-03-10,钢铁,螺纹钢,C类,993.85,453942.87,894131.22,430755.19,17065.52,87.8,456.75
STEEL_C_001,2024-03-11,钢铁,螺纹钢,C类,2819.5,1287807.02,2598205.45,1251707.21,48413.8,87.8,456.75
STEEL_C_001,2024-03-12,钢铁,螺纹钢,C类,2315.09,1057416.99,2083376.84,1003684.22,39752.52,87.8,456.75
STEEL_C_001,2024-03-13,钢铁,螺纹钢,C类,2874.25,1312812.22,2709280.18,1305218.39,49353.84,87.8,456.75
STEEL_C_001,2024-03-14,钢铁,螺纹钢,C类,3091.47,1412027.96,2869335.61,1382326.43,53083.76,87.8,456.75
STEEL_C_001,2024-03-15,钢铁,螺纹钢,C类,2284.18,1043301.33,2111857.72,1017405.12,39221.85,87.8,456.75
STEEL_C_001,2024-03-16,钢铁,螺纹钢,C类,1021.65,466637.65,902670.8,434869.21,17542.77,87.8,456.75
STEEL_C_001,2024-03-17,钢铁,螺纹钢,C类,1483.29,677494.63,1442064.27,694726.53,25469.72,87.8,456.75
STEEL_C_001,2024-03-18,钢铁,螺纹钢,C类,2660.76,1215301.38,2517794.13,1212968.38,45688.02,87.8,456.75
STEEL_C_001,2024-03-19,钢铁,螺纹钢,C类,2767.98,1264275.63,2568850.57,1237565.25,47529.16,87.8,456.75
STEEL_C_001,2024-03-20,钢铁,螺纹钢,C类,2107.92,962793.75,2009617.82,968150.19,36195.25,87.8,456.75
STEEL_C_001,2024-03-21,钢铁,螺纹钢,C类,2380.97,1087510.05,2220504.52,1069746.63,40883.84,87.8,456.75
STEEL_C_001,2024-03-22,钢铁,螺纹钢,C类,2373.98,1084316.3,2259180.13,1088378.93,40763.77,87.8,456.75
STEEL_C_001,2024-03-23,钢铁,螺纹钢,C类,1492.73,681802.62,1333261.29,642309.78,25631.68,87.8,456.75
STEEL_C_001,2024-03-24,钢铁,螺纹钢,C类,1434.42,655173.28,1375821.61,662813.57,24630.57,87.8,456.75
STEEL_C_001,2024-03-25,钢铁,螺纹钢,C类,2717.61,1241268.18,2409214.3,1160659.14,46664.22,87.8,456.75
STEEL_C_001,2024-03-26,钢铁,螺纹钢,C类,2860.06,1306331.47,2787454.05,1342879.31,49110.21,87.8,456.75
STEEL_C_001,2024-03-27,钢铁,螺纹钢,C类,2496.54,1140292.98,2377855.43,1145551.74,42868.16,87.8,456.75
STEEL_C_001,2024-03-28,钢铁,螺纹钢,C类,2747.16,1254763.24,2539576.56,1223462.25,47171.55,87.8,456.75
STEEL_C_001,2024-03-29,钢铁,螺纹钢,C类,2699.1,1232812.04,2492474.58,1200770.48,46346.32,87.8,456.75
STEEL_C_001,2024-03-30,钢铁,螺纹钢,C类,1863.19,851011.86,1685568.88,812036.91,31992.93,87.8,456.75
STEEL_C_001,2024-03-31,钢铁,螺纹钢,C类,1555.71,710572.69,1423838.34,685946.03,26713.26,87.8,456.75
STEEL_C_001,2024-04-01,钢铁,螺纹钢,C类,2902.3,1325625.07,2606482.43,1255694.71,49835.53,87.8,456.75
STEEL_C_001,2024-04-02,钢铁,螺纹钢,C类,2232.17,1019542.63,2013149.29,969851.51,38328.67,87.8,456.75
STEEL_C_001,2024-04-03,钢铁,螺纹钢,C类,2238.74,1022542.26,2034494.06,980134.53,38441.44,87.8,456.75
STEEL_C_001,2024-04-04,钢铁,螺纹钢,C类,2595.15,1185335.37,2460379.54,1185308.43,44561.48,87.8,456.75
STEEL_C_001,2024-04-05,钢铁,螺纹钢,C类,2375.13,1084841.93,2285763.02,1101185.45,40783.53,87.8,456.75
STEEL_C_001,2024-04-06,钢铁,螺纹钢,C类,1741.68,795512.48,1552709.8,748030.94,29906.48,87.8,456.75
STEEL_C_001,2024-04-07,钢铁,螺纹钢,C类,1860.19,849643.12,1800698.77,867501.7,31941.47,87.8,456.75
STEEL_C_001,2024-04-08,钢铁,螺纹钢,C类,3276.01,1496319.63,2930207.83,1411652.13,56252.62,87.8,456.75
STEEL_C_001,2024-04-09,钢铁,螺纹钢,C类,2803.38,1280445.97,2659711.02,1281338.03,48137.07,87.8,456.75
STEEL_C_001,2024-04-10,钢铁,螺纹钢,C类,3073.9,1404003.7,2906320.38,1400144.15,52782.09,87.8,456.75
STEEL_C_001,2024-04-11,钢铁,螺纹钢,C类,2691.74,1229450.84,2443075.17,1176971.9,46219.96,87.8,456.75
STEEL_C_001,2024-04-12,钢铁,螺纹钢,C类,2565.8,1171929.07,2415763.41,1163814.23,44057.48,87.8,456.75
STEEL_C_001,2024-04-13,钢铁,螺纹钢,C类,999.01,456298.88,929640.61,447862.14,17154.09,87.8,456.75
STEEL_C_001,2024-04-14,钢铁,螺纹钢,C类,1674.32,764744.96,1535256.8,739622.8,28749.81,87.8,456.75
STEEL_C_001,2024-04-15,钢铁,螺纹钢,C类,2914.02,1330980.03,2572742.46,1239440.2,50036.84,87.8,456.75
STEEL_C_001,2024-04-16,钢铁,螺纹钢,C类,3011.73,1375608.45,2862847.12,1379200.55,51714.6,87.8,456.75
STEEL_C_001,2024-04-17,钢铁,螺纹钢,C类,2712.16,1238779.23,2484166.31,1196767.9,46570.65,87.8,456.75
STEEL_C_001,2024-04-18,钢铁,螺纹钢,C类,2326.66,1062704.2,2100727.97,1012043.27,39951.29,87.8,456.75
STEEL_C_001,2024-04-19,钢铁,螺纹钢,C类,2452.97,1120391.93,2226320.14,1072548.35,42120.0,87.8,456.75
STEEL_C_001,2024-04-20,钢铁,螺纹钢,C类,1270.95,580504.53,1190050.07,573316.58,21823.48,87.8,456.75
STEEL_C_001,2024-04-21,钢铁,螺纹钢,C类,1340.03,612057.34,1225576.31,590431.64,23009.67,87.8,456.75
STEEL_C_001,2024-04-22,钢铁,螺纹钢,C类,2551.41,1165356.15,2275615.02,1096296.57,43810.38,87.8,456.75
STEEL_C_001,2024-04-23,钢铁,螺纹钢,C类,2862.24,1307328.69,2559406.3,1233015.4,49147.7,87.8,456.75
STEEL_C_001,2024-04-24,钢铁,螺纹钢,C类,2909.83,1329066.47,2568557.74,1237424.18,49964.9,87.8,456.75
STEEL_C_001,2024-04-25,钢铁,螺纹钢,C类,2844.42,1299188.19,2692615.6,1297190.09,48841.66,87.8,456.75
STEEL_C_001,2024-04-26,钢铁,螺纹钢,C类,2436.43,1112838.71,2186510.18,1053369.57,41836.04,87.8,456.75
STEEL_C_001,2024-04-27,钢铁,螺纹钢,C类,1230.58,562069.16,1161021.3,559331.72,21130.42,87.8,456.75
STEEL_C_001,2024-04-28,钢铁,螺纹钢,C类,1103.88,504199.17,1067043.82,514057.29,18954.86,87.8,456.75
STEEL_C_001,2024-04-29,钢铁,螺纹钢,C类,2342.68,1070020.53,2134275.06,1028204.86,40226.34,87.8,456.75
STEEL_C_001,2024-04-30,钢铁,螺纹钢,C类,2668.35,1218770.22,2517738.6,1212941.63,45818.43,87.8,456.75
STEEL_C_001,2024-05-01,钢铁,螺纹钢,C类,2540.05,1160167.5,2354509.13,1134304.47,43615.32,87.8,456.75
STEEL_C_001,2024-05-02,钢铁,螺纹钢,C类,2236.52,1021531.34,2115372.54,1019098.42,38403.43,87.8,456.75
STEEL_C_001,2024-05-03,钢铁,螺纹钢,C类,2356.35,1076263.86,2258733.04,1088163.54,40461.05,87.8,456.75
STEEL_C_001,2024-05-04,钢铁,螺纹钢,C类,1429.53,652936.42,1279332.37,616329.07,24546.48,87.8,456.75
STEEL_C_001,2024-05-05,钢铁,螺纹钢,C类,1050.01,479592.01,998086.32,480836.43,18029.77,87.8,456.75
STEEL_C_001,2024-05-06,钢铁,螺纹钢,C类,2254.52,1029751.99,2174500.43,1047583.77,38712.48,87.8,456.75
STEEL_C_001,2024-05-07,钢铁,螺纹钢,C类,2499.23,1141521.86,2380838.84,1146989.03,42914.36,87.8,456.75
STEEL_C_001,2024-05-08,钢铁,螺纹钢,C类,2599.75,1187437.26,2329186.94,1122105.29,44640.5,87.8,456.75
STEEL_C_001,2024-05-09,钢铁,螺纹钢,C类,2419.64,1105171.36,2281837.19,1099294.16,41547.8,87.8,456.75
STEEL_C_001,2024-05-10,钢铁,螺纹钢,C类,2727.48,1245778.02,2566586.54,1236474.54,46833.76,87.8,456.75
STEEL_C_001,2024-05-11,钢铁,螺纹钢,C类,1106.41,505351.89,1047152.26,504474.36,18998.19,87.8,456.75
STEEL_C_001,2024-05-12,钢铁,螺纹钢,C类,986.04,450372.74,879533.72,423722.73,16931.31,87.8,456.75
STEEL_C_001,2024-05-13,钢铁,螺纹钢,C类,2911.73,1329931.85,2673939.95,1288192.94,49997.44,87.8,456.75
STEEL_C_001,2024-05-14,钢铁,螺纹钢,C类,2916.29,1332013.89,2611958.45,1258332.83,50075.71,87.8,456.75
STEEL_C_001,2024-05-15,钢铁,螺纹钢,C类,2274.87,1039046.62,2124887.67,1023682.41,39061.9,87.8,456.75
STEEL_C_001,2024-05-16,钢铁,螺纹钢,C类,2797.82,1277902.44,2671993.57,1287255.25,48041.45,87.8,456.75
STEEL_C_001,2024-05-17,钢铁,螺纹钢,C类,3006.64,1373281.25,2837743.62,1367106.72,51627.11,87.8,456.75
STEEL_C_001,2024-05-18,钢铁,螺纹钢,C类,1268.19,579245.81,1179408.88,568190.09,21776.16,87.8,456.75
STEEL_C_001,2024-05-19,钢铁,螺纹钢,C类,1194.77,545709.77,1060622.8,510963.91,20515.4,87.8,456.75
STEEL_C_001,2024-05-20,钢铁,螺纹钢,C类,3247.19,1483156.28,3015455.76,1452721.03,55757.75,87.8,456.75
STEEL_C_001,2024-05-21,钢铁,螺纹钢,C类,2349.98,1073352.27,2203893.9,1061744.32,40351.59,87.8,456.75
STEEL_C_001,2024-05-22,钢铁,螺纹钢,C类,2937.87,1341871.85,2862500.5,1379033.56,50446.31,87.8,456.75
STEEL_C_001,2024-05-23,钢铁,螺纹钢,C类,2784.06,1271618.16,2680024.26,1291124.1,47805.19,87.8,456.75
STEEL_C_001,2024-05-24,钢铁,螺纹钢,C类,2640.6,1206095.97,2498292.39,1203573.26,45341.95,87.8,456.75
STEEL_C_001,2024-05-25,钢铁,螺纹钢,C类,1955.81,893318.45,1866295.45,899103.44,33583.4,87.8,456.75
STEEL_C_001,2024-05-26,钢铁,螺纹钢,C类,743.48,339584.47,674346.33,324871.98,12766.33,87.8,456.75
STEEL_C_001,2024-05-27,钢铁,螺纹钢,C类,2090.52,954846.98,1998514.54,962801.1,35896.5,87.8,456.75
STEEL_C_001,2024-05-28,钢铁,螺纹钢,C类,2732.89,1248245.38,2539414.8,1223384.32,46926.52,87.8,456.75
STEEL_C_001,2024-05-29,钢铁,螺纹钢,C类,2696.24,1231508.24,2400496.1,1156459.08,46297.3,87.8,456.75
STEEL_C_001,2024-05-30,钢铁,螺纹钢,C类,2750.66,1256364.77,2498792.91,1203814.39,47231.76,87.8,456.75
STEEL_C_001,2024-05-31,钢铁,螺纹钢,C类,2513.13,1147870.32,2265665.66,1091503.38,43153.02,87.8,456.75
STEEL_C_001,2024-06-01,钢铁,螺纹钢,C类,1494.71,682707.63,1373571.57,661729.59,25665.7,87.8,456.75
STEEL_C_001,2024-06-02,钢铁,螺纹钢,C类,1753.27,800804.28,1658468.87,798981.25,30105.42,87.8,456.75
STEEL_C_001,2024-06-03,钢铁,螺纹钢,C类,2404.88,1098430.47,2285780.71,1101193.98,41294.38,87.8,456.75
STEEL_C_001,2024-06-04,钢铁,螺纹钢,C类,2675.94,1222233.51,2383358.53,1148202.91,45948.63,87.8,456.75
STEEL_C_001,2024-06-05,钢铁,螺纹钢,C类,2582.53,1179568.3,2425561.07,1168534.33,44344.67,87.8,456.75
STEEL_C_001,2024-06-06,钢铁,螺纹钢,C类,2628.15,1200406.69,2500601.01,1204685.45,45128.07,87.8,456.75
STEEL_C_001,2024-06-07,钢铁,螺纹钢,C类,2453.46,1120618.23,2325465.1,1120312.26,42128.5,87.8,456.75
STEEL_C_001,2024-06-08,钢铁,螺纹钢,C类,1628.72,743916.19,1516736.36,730700.43,27966.77,87.8,456.75
STEEL_C_001,2024-06-09,钢铁,螺纹钢,C类,1697.17,775183.97,1524343.92,734365.43,29142.25,87.8,456.75
STEEL_C_001,2024-06-10,钢铁,螺纹钢,C类,2494.27,1139255.78,2263857.08,1090632.09,42829.16,87.8,456.75
STEEL_C_001,2024-06-11,钢铁,螺纹钢,C类,3128.44,1428915.15,2769861.98,1334404.18,53718.61,87.8,456.75
STEEL_C_001,2024-06-12,钢铁,螺纹钢,C类,2771.65,1265951.68,2462855.95,1186501.45,47592.17,87.8,456.75
STEEL_C_001,2024-06-13,钢铁,螺纹钢,C类,2871.84,1311711.96,2555402.22,1231086.39,49312.48,87.8,456.75
STEEL_C_001,2024-06-14,钢铁,螺纹钢,C类,2549.97,1164699.1,2369108.37,1141337.77,43785.68,87.8,456.75
STEEL_C_001,2024-06-15,钢铁,螺纹钢,C类,1212.67,553887.91,1099113.28,529507.02,20822.85,87.8,456.75
STEEL_C_001,2024-06-16,钢铁,螺纹钢,C类,1240.41,566558.75,1178153.89,567585.49,21299.2,87.8,456.75
STEEL_C_001,2024-06-17,钢铁,螺纹钢,C类,2446.75,1117553.39,2169644.41,1045244.34,42013.29,87.8,456.75
STEEL_C_001,2024-06-18,钢铁,螺纹钢,C类,2797.97,1277974.92,2592283.37,1248854.2,48044.17,87.8,456.75
STEEL_C_001,2024-06-19,钢铁,螺纹钢,C类,2386.19,1089892.3,2312620.22,1114124.14,40973.39,87.8,456.75
STEEL_C_001,2024-06-20,钢铁,螺纹钢,C类,2975.41,1359016.76,2878911.6,1386939.74,51090.86,87.8,456.75
STEEL_C_001,2024-06-21,钢铁,螺纹钢,C类,2805.11,1281233.59,2559809.33,1233209.56,48166.68,87.8,456.75
STEEL_C_001,2024-06-22,钢铁,螺纹钢,C类,1524.57,696346.49,1384088.92,666796.42,26178.44,87.8,456.75
STEEL_C_001,2024-06-23,钢铁,螺纹钢,C类,1043.03,476403.66,969285.78,466961.53,17909.91,87.8,456.75
STEEL_C_001,2024-06-24,钢铁,螺纹钢,C类,2788.65,1273714.09,2669808.9,1286202.77,47883.99,87.8,456.75
STEEL_C_001,2024-06-25,钢铁,螺纹钢,C类,3319.5,1516183.14,2951229.64,1421779.56,56999.37,87.8,456.75
STEEL_C_001,2024-06-26,钢铁,螺纹钢,C类,2516.69,1149499.61,2418917.21,1165333.6,43214.27,87.8,456.75
STEEL_C_001,2024-06-27,钢铁,螺纹钢,C类,2548.1,1163846.86,2250980.48,1084428.68,43753.64,87.8,456.75
STEEL_C_001,2024-06-28,钢铁,螺纹钢,C类,2451.2,1119586.84,2232776.2,1075658.61,42089.73,87.8,456.75
STEEL_C_001,2024-06-29,钢铁,螺纹钢,C类,1338.72,611458.55,1255217.8,604711.68,22987.16,87.8,456.75
STEEL_C_001,2024-06-30,钢铁,螺纹钢,C类,1616.29,738238.86,1455967.78,701424.66,27753.34,87.8,456.75
STEEL_C_001,2024-07-01,钢铁,螺纹钢,C类,3133.72,1431325.25,3128513.31,1507187.46,53809.22,87.8,456.75
STEEL_C_001,2024-07-02,钢铁,螺纹钢,C类,2224.56,1016069.24,2218362.27,1068714.58,38198.09,87.8,456.75
STEEL_C_001,2024-07-03,钢铁,螺纹钢,C类,2708.86,1237271.44,2863442.42,1379487.34,46513.96,87.8,456.75
STEEL_C_001,2024-07-04,钢铁,螺纹钢,C类,2717.86,1241384.45,2817433.58,1357322.2,46668.59,87.8,456.75
STEEL_C_001,2024-07-05,钢铁,螺纹钢,C类,3071.0,1402680.03,3025619.93,1457617.71,52732.33,87.8,456.75
STEEL_C_001,2024-07-06,钢铁,螺纹钢,C类,1060.46,484363.05,1083021.28,521754.56,18209.14,87.8,456.75
STEEL_C_001,2024-07-07,钢铁,螺纹钢,C类,1612.8,736647.87,1680032.53,809369.73,27693.53,87.8,456.75
STEEL_C_001,2024-07-08,钢铁,螺纹钢,C类,2531.13,1156095.15,2680298.78,1291256.36,43462.22,87.8,456.75
STEEL_C_001,2024-07-09,钢铁,螺纹钢,C类,2782.31,1270820.04,2810614.45,1354037.02,47775.19,87.8,456.75
STEEL_C_001,2024-07-10,钢铁,螺纹钢,C类,2785.48,1272268.34,2742151.58,1321054.46,47829.64,87.8,456.75
STEEL_C_001,2024-07-11,钢铁,螺纹钢,C类,2518.2,1150186.39,2474171.29,1191952.71,43240.09,87.8,456.75
STEEL_C_001,2024-07-12,钢铁,螺纹钢,C类,2677.92,1223140.64,2852390.42,1374162.95,45982.73,87.8,456.75
STEEL_C_001,2024-07-13,钢铁,螺纹钢,C类,990.41,452371.19,995199.04,479445.46,17006.44,87.8,456.75
STEEL_C_001,2024-07-14,钢铁,螺纹钢,C类,1682.3,768391.55,1756133.09,846031.8,28886.9,87.8,456.75
STEEL_C_001,2024-07-15,钢铁,螺纹钢,C类,2399.3,1095880.4,2357321.54,1135659.37,41198.51,87.8,456.75
STEEL_C_001,2024-07-16,钢铁,螺纹钢,C类,2557.54,1168157.83,2633988.7,1268946.09,43915.71,87.8,456.75
STEEL_C_001,2024-07-17,钢铁,螺纹钢,C类,2224.17,1015889.8,2266131.72,1091727.91,38191.35,87.8,456.75
STEEL_C_001,2024-07-18,钢铁,螺纹钢,C类,2603.09,1188962.1,2772786.03,1335812.86,44697.82,87.8,456.75
STEEL_C_001,2024-07-19,钢铁,螺纹钢,C类,2332.87,1065537.57,2333303.59,1124088.52,40057.8,87.8,456.75
STEEL_C_001,2024-07-20,钢铁,螺纹钢,C类,855.3,390657.39,888916.79,428243.1,14686.37,87.8,456.75
STEEL_C_001,2024-07-21,钢铁,螺纹钢,C类,1689.65,771745.68,1654689.59,797160.55,29013.0,87.8,456.75
STEEL_C_001,2024-07-22,钢铁,螺纹钢,C类,2826.26,1290896.44,2781155.21,1339844.79,48529.94,87.8,456.75
STEEL_C_001,2024-07-23,钢铁,螺纹钢,C类,2387.32,1090409.51,2442876.57,1176876.22,40992.84,87.8,456.75
STEEL_C_001,2024-07-24,钢铁,螺纹钢,C类,2666.12,1217748.65,2846370.21,1371262.66,45780.02,87.8,456.75
STEEL_C_001,2024-07-25,钢铁,螺纹钢,C类,2241.34,1023730.5,2280736.85,1098764.06,38486.11,87.8,456.75
STEEL_C_001,2024-07-26,钢铁,螺纹钢,C类,2714.07,1239649.29,2764257.35,1331704.1,46603.36,87.8,456.75
STEEL_C_001,2024-07-27,钢铁,螺纹钢,C类,1032.7,471687.34,1008616.14,485909.26,17732.61,87.8,456.75
STEEL_C_001,2024-07-28,钢铁,螺纹钢,C类,2025.47,925135.0,2000579.08,963795.71,34779.51,87.8,456.75
STEEL_C_001,2024-07-29,钢铁,螺纹钢,C类,2842.76,1298430.94,2939772.72,1416260.1,48813.19,87.8,456.75
STEEL_C_001,2024-07-30,钢铁,螺纹钢,C类,2820.2,1288126.88,2819106.2,1358127.99,48425.82,87.8,456.75
STEEL_C_001,2024-07-31,钢铁,螺纹钢,C类,2630.41,1201439.91,2581891.44,1243847.8,45166.91,87.8,456.75
STEEL_C_001,2024-08-01,钢铁,螺纹钢,C类,2946.47,1345798.33,2909725.37,1401784.54,50593.92,87.8,456.75
STEEL_C_001,2024-08-02,钢铁,螺纹钢,C类,3178.69,1451865.12,3198931.94,1541112.22,54581.4,87.8,456.75
STEEL_C_001,2024-08-03,钢铁,螺纹钢,C类,1111.35,507609.94,1101541.37,530676.77,19083.08,87.8,456.75
STEEL_C_001,2024-08-04,钢铁,螺纹钢,C类,1708.76,780476.66,1729717.69,833305.97,29341.23,87.8,456.75
STEEL_C_001,2024-08-05,钢铁,螺纹钢,C类,2367.44,1081326.56,2347597.62,1130974.79,40651.37,87.8,456.75
STEEL_C_001,2024-08-06,钢铁,螺纹钢,C类,2279.38,1041107.09,2282950.17,1099830.34,39139.36,87.8,456.75
STEEL_C_001,2024-08-07,钢铁,螺纹钢,C类,2689.02,1228209.2,2778005.47,1338327.37,46173.28,87.8,456.75
STEEL_C_001,2024-08-08,钢铁,螺纹钢,C类,2355.65,1075942.17,2388257.23,1150562.9,40448.95,87.8,456.75
STEEL_C_001,2024-08-09,钢铁,螺纹钢,C类,2462.51,1124749.22,2466343.49,1188181.61,42283.81,87.8,456.75
STEEL_C_001,2024-08-10,钢铁,螺纹钢,C类,899.98,411064.34,951957.83,458613.65,15453.55,87.8,456.75
STEEL_C_001,2024-08-11,钢铁,螺纹钢,C类,1480.0,675989.47,1554138.85,748719.39,25413.14,87.8,456.75
STEEL_C_001,2024-08-12,钢铁,螺纹钢,C类,3177.6,1451370.8,3330806.16,1604643.73,54562.81,87.8,456.75
STEEL_C_001,2024-08-13,钢铁,螺纹钢,C类,2569.38,1173566.18,2622304.39,1263317.07,44119.03,87.8,456.75
STEEL_C_001,2024-08-14,钢铁,螺纹钢,C类,2989.73,1365561.44,3024563.39,1457108.71,51336.9,87.8,456.75
STEEL_C_001,2024-08-15,钢铁,螺纹钢,C类,2316.61,1058110.38,2307141.27,1111484.6,39778.59,87.8,456.75
STEEL_C_001,2024-08-16,钢铁,螺纹钢,C类,3140.53,1434438.48,3080888.85,1484243.98,53926.26,87.8,456.75
STEEL_C_001,2024-08-17,钢铁,螺纹钢,C类,1561.53,713227.07,1634625.07,787494.3,26813.05,87.8,456.75
STEEL_C_001,2024-08-18,钢铁,螺纹钢,C类,2108.53,963071.53,2076624.81,1000431.37,36205.7,87.8,456.75
STEEL_C_001,2024-08-19,钢铁,螺纹钢,C类,2654.23,1212317.95,2790670.39,1344428.8,45575.86,87.8,456.75
STEEL_C_001,2024-08-20,钢铁,螺纹钢,C类,2726.22,1245200.73,2911984.5,1402872.89,46812.06,87.8,456.75
STEEL_C_001,2024-08-21,钢铁,螺纹钢,C类,2604.03,1189391.81,2733324.65,1316802.01,44713.98,87.8,456.75
STEEL_C_001,2024-08-22,钢铁,螺纹钢,C类,2715.82,1240450.82,2862731.6,1379144.89,46633.49,87.8,456.75
STEEL_C_001,2024-08-23,钢铁,螺纹钢,C类,2445.14,1116816.76,2568544.57,1237417.83,41985.59,87.8,456.75
STEEL_C_001,2024-08-24,钢铁,螺纹钢,C类,1874.81,856318.5,1833909.29,883501.14,32192.42,87.8,456.75
STEEL_C_001,2024-08-25,钢铁,螺纹钢,C类,1914.23,874324.77,1967694.31,947953.19,32869.35,87.8,456.75
STEEL_C_001,2024-08-26,钢铁,螺纹钢,C类,2540.5,1160373.82,2711631.75,1306351.28,43623.08,87.8,456.75
STEEL_C_001,2024-08-27,钢铁,螺纹钢,C类,2958.93,1351490.04,2971588.2,1431587.47,50807.9,87.8,456.75
STEEL_C_001,2024-08-28,钢铁,螺纹钢,C类,2434.19,1111814.7,2427316.6,1169380.08,41797.55,87.8,456.75
STEEL_C_001,2024-08-29,钢铁,螺纹钢,C类,2447.66,1117970.79,2388010.05,1150443.82,42028.98,87.8,456.75
STEEL_C_001,2024-08-30,钢铁,螺纹钢,C类,2813.8,1285201.52,2779154.05,1338880.71,48315.85,87.8,456.75
STEEL_C_001,2024-08-31,钢铁,螺纹钢,C类,1890.5,863485.86,1992601.49,959952.43,32461.87,87.8,456.75
STEEL_C_001,2024-09-01,钢铁,螺纹钢,C类,777.59,355162.09,728718.72,351066.34,13351.96,87.8,456.75
STEEL_C_001,2024-09-02,钢铁,螺纹钢,C类,3156.11,1441552.86,3033970.53,1461640.68,54193.72,87.8,456.75
STEEL_C_001,2024-09-03,钢铁,螺纹钢,C类,3218.25,1469937.09,2952310.26,1422300.17,55260.79,87.8,456.75
STEEL_C_001,2024-09-04,钢铁,螺纹钢,C类,2948.75,1346841.36,2630404.24,1267219.24,50633.13,87.8,456.75
STEEL_C_001,2024-09-05,钢铁,螺纹钢,C类,2319.12,1059257.06,2080915.21,1002498.31,39821.69,87.8,456.75
STEEL_C_001,2024-09-06,钢铁,螺纹钢,C类,3193.14,1458464.84,3103439.36,1495107.87,54829.51,87.8,456.75
